Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Space (4)
appliedenergistics2:facade:0, Cable Facade - Space (5)
appliedenergistics2:facade:0, Cable Facade - Space (6)
appliedenergistics2:facade:0, Cable Facade - Space (7)
appliedenergistics2:facade:0, Cable Facade - Space (8)
appliedenergistics2:facade:0, Cable Facade - Space (9)
appliedenergistics2:facade:0, Cable Facade - Space (10)
appliedenergistics2:facade:0, Cable Facade - Space (11)
appliedenergistics2:facade:0, Cable Facade - Space (12)
appliedenergistics2:facade:0, Cable Facade - Space (13)
appliedenergistics2:facade:0, Cable Facade - Space (14)
appliedenergistics2:facade:0, Cable Facade - Space (15)
appliedenergistics2:facade:0, Cable Facade - Solid (0 ~ Natural Floor)
appliedenergistics2:facade:0, Cable Facade - Solid (1 ~ Barrier)
appliedenergistics2:facade:0, Cable Facade - Solid (2)
appliedenergistics2:facade:0, Cable Facade - Solid (3)
appliedenergistics2:facade:0, Cable Facade - Solid (4)
appliedenergistics2:facade:0, Cable Facade - Solid (5)
appliedenergistics2:facade:0, Cable Facade - Solid (6)
appliedenergistics2:facade:0, Cable Facade - Solid (7)
appliedenergistics2:facade:0, Cable Facade - Solid (8)
appliedenergistics2:facade:0, Cable Facade - Solid (9)
appliedenergistics2:facade:0, Cable Facade - Solid (10)
appliedenergistics2:facade:0, Cable Facade - Solid (11)
appliedenergistics2:facade:0, Cable Facade - Solid (12)
appliedenergistics2:facade:0, Cable Facade - Solid (13)
appliedenergistics2:facade:0, Cable Facade - Solid (14)
appliedenergistics2:facade:0, Cable Facade - Solid (15)
appliedenergistics2:facade:0, Cable Facade - Machine Structure
appliedenergistics2:facade:0, Cable Facade - Motor
appliedenergistics2:facade:0, Cable Facade - Advanced Motor
appliedenergistics2:facade:0, Cable Facade - Enhanced Motor
appliedenergistics2:facade:0, Cable Facade - Elite Motor
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Structure
appliedenergistics2:facade:0, Cable Facade - Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rutile Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Iridium Block
appliedenergistics2:facade:0, Cable Facade - Gold Coil
appliedenergistics2:facade:0, Cable Facade - Copper Coil
appliedenergistics2:facade:0, Cable Facade - Titanium Coil
appliedenergistics2:facade:0, Cable Facade - Aluminum Coil
appliedenergistics2:facade:0, Cable Facade - Iridium Coil
appliedenergistics2:facade:0, Cable Facade - Launch Pad
appliedenergistics2:facade:0, Cable Facade - Structure Tower
appliedenergistics2:facade:0, Cable Facade - Liquid Fueled Engine
appliedenergistics2:facade:0, Cable Facade - Advanced Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Liquid Fuel Tank
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Dark Moon Turf
appliedenergistics2:facade:0, Cable Facade - Oxidized Ferric Sand
appliedenergistics2:facade:0, Cable Facade - HeatProof Brick
appliedenergistics2:facade:0, Cable Facade - Wood
appliedenergistics2:facade:0, Cable Facade - Lightwood Leaves
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Saw Blade Assembly
appliedenergistics2:facade:0, Cable Facade - Geode Block
appliedenergistics2:facade:0, Cable Facade - Vitrified Sand
appliedenergistics2:facade:0, Cable Facade - Charcoal Log
appliedenergistics2:facade:0, Cable Facade - Violet Crystal Block
appliedenergistics2:facade:0, Cable Facade - Blue Crystal Block
appliedenergistics2:facade:0, Cable Facade - Green Crystal Block
appliedenergistics2:facade:0, Cable Facade - Red Crystal Block
appliedenergistics2:facade:0, Cable Facade - Yellow Crystal Block
appliedenergistics2:facade:0, Cable Facade - Orange Crystal Block
appliedenergistics2:facade:0, Cable Facade - Drill
appliedenergistics2:facade:0, Cable Facade - Solar Panel
appliedenergistics2:facade:0, Cable Facade - Gas Intake
appliedenergistics2:facade:0, Cable Facade - Station Light
appliedenergistics2:facade:0, Cable Facade - Lightwood planks
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Landing Float
appliedenergistics2:facade:0, Cable Facade - Titanium Aluminide Block
appliedenergistics2:facade:0, Cable Facade - Titanium Iridium Alloy Block
appliedenergistics2:facade:0, Cable Facade - White Colored Metal
appliedenergistics2:facade:0, Cable Facade - Orange Colored Metal
appliedenergistics2:facade:0, Cable Facade - Magenta Colored Metal
appliedenergistics2:facade:0, Cable Facade - Light Blue Colored Iron
appliedenergistics2:facade:0, Cable Facade - Yellow Colored Metal
appliedenergistics2:facade:0, Cable Facade - Lime Colored Metal
appliedenergistics2:facade:0, Cable Facade - Pink Colored Metal
appliedenergistics2:facade:0, Cable Facade - Gray Colored Metal
appliedenergistics2:facade:0, Cable Facade - Light Gray Colored Metal
appliedenergistics2:facade:0, Cable Facade - Cyan Colored Metal
appliedenergistics2:facade:0, Cable Facade - Purple Colored Metal
appliedenergistics2:facade:0, Cable Facade - Blue Colored Metal
appliedenergistics2:facade:0, Cable Facade - Brown Colored Metal
appliedenergistics2:facade:0, Cable Facade - Green Colored Metal
appliedenergistics2:facade:0, Cable Facade - Red Colored Metal
appliedenergistics2:facade:0, Cable Facade - Black Colored Metal
appliedenergistics2:facade:0, Cable Facade - White Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Orange Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Magenta Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Light Blue Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Yellow Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Lime Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Pink Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Gray Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Light Gray Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Cyan Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Purple Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Blue Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Brown Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Green Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Red Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Black Colored Ventilation
appliedenergistics2:facade:0, Cable Facade - Grid Block
appliedenergistics2:facade:0, Cable Facade - White Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Orange Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Magenta Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Light Blue Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Yellow Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Lime Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Pink Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Gray Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Light Gray Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Cyan Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Purple Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Green Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Red Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Black Plasma Lamp
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite
appliedenergistics2:facade:0, Cable Facade - Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - Menelaus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Menelaus Copper Ore
appliedenergistics2:facade:0, Cable Facade - Menelaus Coal Ore
appliedenergistics2:facade:0, Cable Facade - Neon Sand
appliedenergistics2:facade:0, Cable Facade - Retium Sand
appliedenergistics2:facade:0, Cable Facade - Glowtite Sand
appliedenergistics2:facade:0, Cable Facade - Bioterium Sand
appliedenergistics2:facade:0, Cable Facade - Alutine Sand
appliedenergistics2:facade:0, Cable Facade - Prismid Vein
appliedenergistics2:facade:0, Cable Facade - Fish Block
appliedenergistics2:facade:0, Cable Facade - Metal Slab
appliedenergistics2:facade:0, Cable Facade - Grid Slab
appliedenergistics2:facade:0, Cable Facade - Vent Slab
appliedenergistics2:facade:0, Cable Facade - Neon Bricks
appliedenergistics2:facade:0, Cable Facade - Retium Brick
appliedenergistics2:facade:0, Cable Facade - Glowtite Brick
appliedenergistics2:facade:0, Cable Facade - Bioterium Brick
appliedenergistics2:facade:0, Cable Facade - tile.neonbricks_Wakurumbrick.name
appliedenergistics2:facade:0, Cable Facade - tile.neonbricks_Quantaniumbrick.name
appliedenergistics2:facade:0, Cable Facade - Menelaus Stone
appliedenergistics2:facade:0, Cable Facade - Menelaus Cobblestone
appliedenergistics2:facade:0, Cable Facade - Menelaus Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Menelaus Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Menelaus Sandstone
appliedenergistics2:facade:0, Cable Facade - Menelaus Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - Menelaus Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Menelaus Sand
appliedenergistics2:facade:0, Cable Facade - Menelaus Gravel
appliedenergistics2:facade:0, Cable Facade - Menelaus Dirt
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Menelaus Planks
appliedenergistics2:facade:0, Cable Facade - Tyros Planks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Tyros Wood
appliedenergistics2:facade:0, Cable Facade - Menelaus Wood
appliedenergistics2:facade:0, Cable Facade - Receiver - Powderless Redstone
appliedenergistics2:facade:0, Cable Facade - Transmitter - Powderless Redstone
appliedenergistics2:facade:0, Cable Facade - Inverted Transmitter - Powderless Redstone
appliedenergistics2:facade:0, Cable Facade - Quantanium
appliedenergistics2:facade:0, Cable Facade - Huge Mycel
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Zinc Block
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Neon Crystal Block
appliedenergistics2:facade:0, Cable Facade - Metal Block
appliedenergistics2:facade:0, Cable Facade - Retium Crystal Block
appliedenergistics2:facade:0, Cable Facade - Glowtite Crystal Block
appliedenergistics2:facade:0, Cable Facade - Bioterium Crystal Block
appliedenergistics2:facade:0, Cable Facade - Alutine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Ventilation Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Bioterium Block
appliedenergistics2:facade:0, Cable Facade - Glowtite Block
appliedenergistics2:facade:0, Cable Facade - Neon Block
appliedenergistics2:facade:0, Cable Facade - Quantanium Block
appliedenergistics2:facade:0, Cable Facade - Retium Block
appliedenergistics2:facade:0, Cable Facade - Wakurium Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
